,Delivery_person_Age,Delivery_person_Ratings,Weather_conditions,Road_traffic_density,Vehicle_condition,Type_of_order,Type_of_vehicle,multiple_deliveries,Festival,City,Time_taken (min),distance
18222,29.0,4.7,Windy,Jam,1,Drinks,scooter,0.0,No,Metropolitian,23,12.099354574482115
18223,37.0,5.0,Cloudy,Low,1,Buffet,scooter,1.0,No,Urban,25,10.417065790169566
18224,35.0,4.1,Cloudy,Low,0,Meal,motorcycle,0.0,No,Urban,39,20.179033045444367
18225,36.0,4.6,Sunny,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,28,13.972123977235706
18226,21.0,4.6,Fog,High,0,Drinks,motorcycle,0.0,No,Urban,20,6.050103074300551
18227,39.0,4.4,Stormy,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,47,12.236790662758736
18228,35.0,4.4,Sandstorms,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,26,3.1048274863789924
18229,26.0,5.0,Fog,High,1,Buffet,motorcycle,1.0,No,Metropolitian,33,5.958847028204556
18230,29.0,4.9,Stormy,Low,2,Snack,scooter,1.0,No,Metropolitian,12,3.0597099620857606
18231,25.0,4.6,Sunny,Low,0,Snack,motorcycle,1.0,No,Urban,21,13.989852322146415
18232,20.0,4.8,Stormy,Low,1,Meal,scooter,1.0,No,Metropolitian,13,11.007734763545226
18233,32.0,4.6,Fog,Medium,1,Meal,scooter,0.0,No,Metropolitian,17,6.080891507792573
18234,29.0,4.8,Cloudy,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,36,13.768718508442738
18235,28.0,4.2,Stormy,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,28,1.5525879791024142
18236,39.0,4.7,Stormy,Low,1,Meal,scooter,1.0,No,Metropolitian,22,4.610621612253868
18237,21.0,5.0,Fog,High,0,Snack,motorcycle,0.0,No,Metropolitian,20,6.119039466421071
18238,34.0,4.5,Sunny,Jam,2,Snack,electric_scooter,1.0,No,Metropolitian,18,9.220581826160357
18239,20.0,4.8,Cloudy,High,2,Buffet,electric_scooter,1.0,No,Metropolitian,31,6.037116126684456
18240,24.0,4.6,Sandstorms,Medium,1,Snack,motorcycle,1.0,No,Metropolitian,26,12.463883023934917
18241,34.0,4.7,Windy,Low,2,Drinks,scooter,1.0,No,Metropolitian,22,1.5524171271974159
18242,21.0,4.8,Fog,Medium,1,Buffet,motorcycle,0.0,No,Urban,13,9.314115494414798
18243,31.0,4.7,Cloudy,Jam,1,Meal,scooter,1.0,No,Metropolitian,42,13.62099169512663
18244,29.0,5.0,Fog,Medium,2,Meal,scooter,0.0,No,Urban,12,6.081389116626873
18245,23.0,5.0,Cloudy,Medium,1,Drinks,scooter,1.0,No,Urban,37,17.297865752893937
18246,25.0,4.2,Fog,Jam,2,Drinks,scooter,1.0,No,Metropolitian,33,12.25352867430943
18247,36.0,3.5,Sunny,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,34,13.830016226565096
18248,31.0,4.1,Windy,Low,0,Snack,motorcycle,1.0,No,Metropolitian,26,3.064485781444576
18249,39.0,4.1,Stormy,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,47,16.60140833424277
18250,31.0,4.6,Sunny,Medium,2,Meal,motorcycle,0.0,No,Urban,25,20.206346067586004
18251,25.0,4.9,Windy,Medium,2,Drinks,scooter,1.0,No,Metropolitian,29,6.209976450653834
18252,,,Cloudy,Low,2,Meal,electric_scooter,0.0,,Metropolitian,10,3.0251443298722513
18253,24.0,4.9,Sandstorms,Medium,1,Drinks,scooter,0.0,No,Urban,18,10.866215152778492
18254,33.0,4.6,Sunny,Jam,2,Buffet,scooter,1.0,No,Metropolitian,24,4.561113588605107
18255,37.0,4.6,Cloudy,Low,1,Snack,motorcycle,0.0,No,Metropolitian,16,1.4897768127270394
18256,39.0,4.9,Cloudy,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,27,3.1051141632769346
18257,29.0,4.8,Cloudy,Medium,1,Snack,scooter,1.0,No,Metropolitian,17,9.087965500946755
18258,38.0,4.7,Sandstorms,Low,0,Meal,motorcycle,0.0,No,Metropolitian,28,14.022295961692818
18259,23.0,4.8,Sunny,Jam,1,Snack,motorcycle,,No,Urban,10,4.544230974866712
18260,26.0,4.2,Sandstorms,Low,0,Meal,motorcycle,1.0,No,Urban,15,4.469557550329666
18261,23.0,5.0,Fog,Jam,0,Buffet,motorcycle,2.0,No,Metropolitian,35,10.86487049866026
18262,34.0,5.0,Fog,Low,2,Meal,electric_scooter,1.0,No,Metropolitian,15,1.5725337265584898
18263,30.0,4.3,Fog,Medium,2,Snack,electric_scooter,1.0,No,Metropolitian,36,12.074255309952026
18264,26.0,4.8,Cloudy,Jam,1,Snack,motorcycle,1.0,No,Metropolitian,24,9.363675101670445
18265,23.0,4.7,Cloudy,Low,1,Buffet,scooter,0.0,No,Urban,13,3.1450674354101187
18266,34.0,4.3,Fog,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,32,4.596666924791136
18267,28.0,4.5,Stormy,Jam,1,Meal,scooter,1.0,No,Metropolitian,23,10.427667505217308
18268,33.0,4.0,Sandstorms,Jam,2,Snack,scooter,2.0,No,Metropolitian,34,8.952838725572827
18269,23.0,4.8,Sandstorms,Low,2,Meal,motorcycle,1.0,No,Metropolitian,15,10.565179205989589
18270,22.0,5.0,Stormy,Low,2,Buffet,scooter,1.0,No,Urban,15,4.537601587678842
18271,,,,,3,Buffet,motorcycle,1.0,No,Metropolitian,28,17.09752652780791
18272,25.0,4.8,Cloudy,Low,2,Drinks,motorcycle,1.0,No,Urban,19,1.5605381533354603
18273,39.0,4.1,Cloudy,Jam,1,Buffet,scooter,1.0,No,Metropolitian,45,12.161615481392904
18274,23.0,4.9,Sunny,Jam,2,Meal,electric_scooter,0.0,No,Metropolitian,13,9.121794088673425
18275,34.0,4.5,Cloudy,Medium,2,Meal,motorcycle,0.0,No,Metropolitian,17,4.5612679979759
18276,,,,,3,Drinks,scooter,1.0,No,Metropolitian,23,4.595393825255733
18277,34.0,4.4,Windy,Jam,2,Meal,scooter,1.0,No,Metropolitian,35,16.645616859116338
18278,,,,Low,1,Snack,motorcycle,0.0,No,Metropolitian,23,17458.771249398676
18279,26.0,4.1,Stormy,Low,0,Drinks,motorcycle,0.0,No,Urban,24,1.5725337265584898
18280,23.0,4.9,Stormy,Low,1,Drinks,motorcycle,0.0,No,Metropolitian,19,9.055855161651426
18281,28.0,4.6,Sunny,Medium,1,Drinks,motorcycle,0.0,No,Metropolitian,16,12.241181140502974
18282,31.0,4.1,Windy,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,22,4.663310851502866
18283,27.0,4.8,Sandstorms,Low,2,Meal,scooter,0.0,No,Metropolitian,15,9.07993040724489
18284,32.0,4.2,Fog,Low,1,Drinks,scooter,1.0,No,Metropolitian,31,17.097524927178135
18285,35.0,4.6,Cloudy,Low,1,Buffet,motorcycle,1.0,No,Metropolitian,19,1.5297435089302718
18286,34.0,4.4,Cloudy,High,1,Snack,scooter,1.0,No,Metropolitian,39,6.232472211068167
18287,28.0,5.0,Sunny,Jam,2,Drinks,scooter,1.0,No,Metropolitian,17,7.659687719559413
18288,24.0,4.8,Sandstorms,Jam,1,Buffet,scooter,1.0,No,Metropolitian,21,10.429850454107426
18289,28.0,4.7,Cloudy,Low,2,Buffet,scooter,1.0,No,,26,19.68832433575452
18290,38.0,4.7,Stormy,Low,1,Drinks,motorcycle,1.0,No,Urban,26,7.448644516083067
18291,,,Windy,High,1,Buffet,motorcycle,0.0,No,Urban,20,3.0295246349519194
18292,28.0,4.6,Cloudy,Jam,1,Buffet,scooter,1.0,No,Metropolitian,34,17.098593053920453
18293,37.0,4.2,Stormy,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,46,12.41839474187955
18294,32.0,4.6,Windy,Jam,2,Snack,electric_scooter,0.0,No,Metropolitian,28,7.452607659616049
18295,27.0,4.6,Fog,Low,2,Snack,scooter,1.0,No,Metropolitian,18,1.514788569378448
18296,34.0,4.5,Stormy,Low,1,Meal,motorcycle,0.0,No,Urban,24,1.4651858085512635
18297,27.0,4.0,Fog,Jam,2,Snack,electric_scooter,0.0,No,Metropolitian,33,16.6467448219631
18298,36.0,5.0,Sandstorms,Jam,0,Meal,motorcycle,2.0,No,Metropolitian,43,12.20991796420011
18299,31.0,5.0,Stormy,High,2,Buffet,scooter,1.0,No,Urban,29,1.5125847659544902
18300,36.0,4.2,Fog,Medium,2,Meal,scooter,1.0,No,Metropolitian,42,13.406475654384886
18301,25.0,4.5,Stormy,Low,1,Snack,motorcycle,0.0,No,Urban,12,20.253751745051293
18302,20.0,4.8,Cloudy,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,27,6.210045163086574
18303,32.0,4.8,Fog,Medium,2,Drinks,electric_scooter,1.0,No,Metropolitian,41,19.665992611716245
18304,33.0,4.2,Windy,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,35,7.862668167467362
18305,30.0,4.6,Stormy,Low,0,Snack,motorcycle,1.0,No,Metropolitian,21,19.688407408927393
18306,36.0,4.7,Sunny,Medium,2,Drinks,electric_scooter,1.0,No,Metropolitian,22,14.021812013253392
18307,33.0,4.4,Sandstorms,Jam,0,Buffet,motorcycle,2.0,No,Metropolitian,43,10.880935113147679
18308,34.0,4.2,Stormy,Jam,2,Meal,scooter,1.0,No,Metropolitian,42,20.181259826496607
18309,28.0,4.7,Sandstorms,Low,1,Meal,scooter,1.0,No,Metropolitian,17,13.428872375870105
18310,23.0,4.6,Windy,Jam,0,Snack,motorcycle,2.0,No,Metropolitian,37,7.601876617170148
18311,37.0,4.9,Stormy,Low,2,Buffet,motorcycle,0.0,No,Metropolitian,17,12.233735309907482
18312,38.0,4.6,Fog,Jam,0,Meal,motorcycle,2.0,No,Metropolitian,49,16.609246144983285
18313,28.0,4.7,Cloudy,Low,2,Drinks,motorcycle,0.0,No,Metropolitian,23,17.073813050988182
18314,34.0,4.0,Sandstorms,Jam,0,Buffet,motorcycle,3.0,No,Semi-Urban,53,12.4184089995958
18315,25.0,4.8,Sunny,Low,2,Snack,scooter,1.0,No,Metropolitian,28,14.023232083141643
18316,22.0,4.9,Fog,Low,1,Buffet,motorcycle,0.0,No,Urban,29,10.641604779239682
18317,20.0,5.0,Cloudy,Jam,2,Meal,electric_scooter,0.0,No,Metropolitian,27,7.761199672816212
18318,35.0,4.7,Stormy,Medium,0,Drinks,motorcycle,1.0,No,Urban,30,4.657568578799087
18319,29.0,4.7,Cloudy,Medium,1,Drinks,scooter,1.0,No,Urban,13,7.660957436614773
18320,25.0,4.8,Sandstorms,High,0,Drinks,motorcycle,1.0,No,Metropolitian,32,6.232403352119182
18321,35.0,4.8,Sunny,High,1,Drinks,scooter,1.0,No,Metropolitian,19,6.058844117413616
18322,30.0,4.7,Stormy,Jam,1,Meal,motorcycle,1.0,No,Metropolitian,26,17.07411611000032
18323,31.0,3.8,Sunny,Jam,1,Snack,motorcycle,1.0,No,Metropolitian,33,12.116559162592038
18324,,,Sunny,Medium,1,Drinks,motorcycle,0.0,,Metropolitian,10,6.058919182241457
18325,35.0,4.9,Sunny,Jam,0,Snack,motorcycle,0.0,No,Metropolitian,23,4.717601091654031
18326,22.0,4.7,Fog,Jam,2,Snack,motorcycle,1.0,No,Metropolitian,28,7.54640142152957
18327,21.0,4.7,Windy,Low,1,Buffet,motorcycle,0.0,No,Metropolitian,13,9.349055142960935
18328,25.0,5.0,Sunny,Low,2,Drinks,electric_scooter,1.0,No,Urban,22,1.5725337265584898
18329,33.0,3.6,Windy,Jam,2,Meal,electric_scooter,0.0,No,Metropolitian,36,14.152800689506924
18330,37.0,4.1,Cloudy,High,1,Meal,motorcycle,1.0,No,Metropolitian,33,2.996193699709419
18331,,,Stormy,Jam,2,Meal,scooter,1.0,No,Metropolitian,30,4.717601091654031
18332,27.0,4.6,Cloudy,Low,1,Drinks,motorcycle,0.0,No,Urban,10,7.660840811961547
18333,34.0,4.4,Sandstorms,Jam,0,Buffet,motorcycle,0.0,No,Metropolitian,35,9.219905581297702
18334,27.0,2.9,Sunny,Low,2,Drinks,motorcycle,2.0,Yes,Metropolitian,42,14.02226886024068
18335,20.0,5.0,Sandstorms,Low,1,Snack,motorcycle,,No,Metropolitian,10,10.427235657707744
18336,30.0,5.0,Windy,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,26,7.546817179297724
18337,30.0,4.9,Sunny,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,24,17.297865752893937
18338,25.0,4.5,Stormy,Medium,1,Drinks,scooter,1.0,No,Metropolitian,21,6.29013467758336
18339,36.0,4.9,Sandstorms,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,37,10.602467987427858
18340,35.0,4.9,Sandstorms,Low,2,Buffet,scooter,0.0,No,Metropolitian,20,3.108988330546308
18341,26.0,4.9,Windy,Jam,1,Drinks,motorcycle,1.0,No,Metropolitian,13,7.490149938318069
18342,36.0,5.0,Fog,Low,0,Drinks,motorcycle,2.0,No,Metropolitian,37,13.612340865326093
18343,37.0,4.6,Sunny,Jam,2,Drinks,motorcycle,0.0,No,Metropolitian,23,13.583267699121574
18344,29.0,4.7,Sunny,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,20,7.562950099329029
18345,26.0,4.7,Sunny,Jam,2,Snack,scooter,0.0,No,Metropolitian,10,12.073551890524271
18346,26.0,4.9,Stormy,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,35,10.426910833995997
18347,34.0,4.8,Sunny,Jam,2,Buffet,scooter,1.0,No,Metropolitian,17,9.191516815935072
18348,35.0,4.2,Stormy,Jam,2,Buffet,electric_scooter,1.0,No,Metropolitian,36,10.88090530488491
18349,35.0,4.3,Windy,Medium,2,Drinks,electric_scooter,1.0,No,Metropolitian,33,12.58026782216666
18350,20.0,4.8,Fog,Low,1,Drinks,scooter,1.0,No,Urban,10,1.5203728353354846
18351,39.0,4.7,Windy,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,21,20.17900385808636
18352,28.0,4.6,Sandstorms,Low,1,Snack,scooter,1.0,No,Urban,15,20.183529728735518
18353,24.0,4.8,Stormy,Low,2,Snack,scooter,1.0,No,Urban,17,3.108983695591027
18354,21.0,4.6,Sandstorms,Low,2,Drinks,scooter,1.0,No,Urban,16,2.9961602595677825
18355,34.0,4.7,Fog,Medium,0,Snack,motorcycle,2.0,No,Metropolitian,43,10.590448390880008
18356,23.0,5.0,Sandstorms,Low,1,Meal,scooter,1.0,No,Urban,11,17.078665498330796
18357,28.0,4.6,Fog,Medium,1,Snack,scooter,1.0,No,Metropolitian,19,6.037474189774952
18358,26.0,5.0,Sunny,Medium,0,Meal,motorcycle,0.0,No,,18,4.682031949807137
18359,21.0,4.7,Sandstorms,Medium,1,Drinks,motorcycle,0.0,No,Metropolitian,20,7.6012659082797756
18360,37.0,4.7,Cloudy,Jam,0,Meal,motorcycle,0.0,No,Metropolitian,25,9.087937067701246
18361,23.0,4.7,Windy,Low,0,Meal,motorcycle,0.0,No,Metropolitian,15,17.137491426369635
18362,20.0,5.0,Fog,Medium,1,Snack,motorcycle,0.0,No,Urban,11,6.1283639395976595
18363,26.0,4.7,Windy,Jam,1,Drinks,scooter,0.0,No,Metropolitian,18,10.75638385320914
18364,36.0,4.6,Sandstorms,Low,1,Snack,scooter,0.0,No,Urban,23,7.573225613543872
18365,24.0,4.5,Cloudy,Medium,0,Drinks,motorcycle,1.0,No,Urban,20,7.631504867136597
18366,33.0,4.5,Sunny,Jam,2,Drinks,electric_scooter,1.0,No,Metropolitian,21,4.528246576354122
18367,21.0,4.6,Sunny,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,17,9.176325854353905
18368,20.0,5.0,Stormy,Medium,2,Meal,electric_scooter,1.0,No,Urban,23,16.72253446731714
18369,24.0,4.8,Cloudy,Medium,2,Buffet,scooter,1.0,No,Metropolitian,38,10.906257371374378
18370,20.0,4.8,Fog,Medium,1,Snack,scooter,1.0,No,Urban,17,4.527973053858494
18371,37.0,4.9,Fog,Low,0,Snack,motorcycle,1.0,No,Urban,25,3.1092107402763944
18372,25.0,4.6,Sunny,Medium,1,Buffet,scooter,0.0,No,Urban,17,19.343613163279535
18373,32.0,4.2,Sunny,Jam,2,Meal,motorcycle,1.0,No,Urban,32,20.82785802172289
18374,30.0,4.5,Sunny,Low,0,Drinks,motorcycle,,No,Metropolitian,27,3.1450674354101187
18375,35.0,4.7,Fog,Medium,2,Buffet,scooter,1.0,No,Metropolitian,15,4.537647566323389
18376,38.0,4.9,Cloudy,High,2,Drinks,electric_scooter,1.0,No,Urban,28,6.080882967543937
18377,33.0,4.4,Fog,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,31,7.448626618657506
18378,29.0,4.9,Fog,Low,0,Meal,motorcycle,1.0,No,Metropolitian,19,1.5522470216495257
18379,21.0,4.9,Sunny,Low,2,Snack,motorcycle,1.0,No,Metropolitian,18,1.53674697674336
18380,32.0,4.8,Stormy,Low,2,Drinks,scooter,0.0,No,,20,10.705468478335929
18381,31.0,4.5,Cloudy,Jam,2,Snack,electric_scooter,1.0,No,Metropolitian,25,9.219691659204567
18382,25.0,4.9,Fog,Medium,2,Buffet,electric_scooter,0.0,No,Metropolitian,11,7.76260589030177
18383,,,Stormy,Low,0,Snack,motorcycle,1.0,No,Urban,21,16.38433434407288
18384,35.0,4.8,Sandstorms,High,2,Drinks,electric_scooter,1.0,No,Metropolitian,32,6.29013467758336
18385,31.0,4.6,Sandstorms,Low,2,Snack,scooter,1.0,No,Urban,29,3.0406416222998804
18386,28.0,4.8,Fog,Low,2,Drinks,scooter,1.0,No,Urban,29,10.756961091665582
18387,25.0,4.6,Sunny,Medium,0,Meal,motorcycle,0.0,No,Metropolitian,25,10.641051309792738
18388,30.0,4.7,Stormy,Low,2,Buffet,scooter,0.0,No,Metropolitian,24,7.683892680433694
18389,27.0,4.6,Sandstorms,Low,2,Snack,scooter,1.0,No,Urban,13,3.1450674354101187
18390,24.0,4.6,Fog,Low,2,Drinks,motorcycle,1.0,No,Metropolitian,22,16.635820545573345
18391,27.0,4.6,Sandstorms,Jam,2,Meal,scooter,0.0,No,,28,10.756697878907259
18392,38.0,4.9,Cloudy,Low,2,Snack,scooter,0.0,No,Metropolitian,15,3.1162479964112197
18393,37.0,4.7,Fog,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,26,6.050551152414774
18394,32.0,4.2,Fog,Jam,2,Buffet,motorcycle,1.0,No,Metropolitian,36,10.433242609765504
18395,30.0,4.3,Sandstorms,Medium,2,Meal,scooter,2.0,No,Metropolitian,34,10.429850454107426
18396,31.0,4.7,Cloudy,Low,1,Buffet,motorcycle,1.0,No,Metropolitian,18,1.5204319453616324
18397,39.0,4.6,Cloudy,Low,0,Meal,motorcycle,1.0,No,Metropolitian,26,1.5204190046400987
18398,31.0,4.8,Sunny,Jam,2,Meal,motorcycle,0.0,No,Metropolitian,23,4.663419307003287
18399,38.0,4.9,Sandstorms,Low,1,Drinks,scooter,0.0,No,Metropolitian,17,13.611163547830161
18400,21.0,4.9,Fog,Jam,0,Snack,motorcycle,1.0,No,Urban,41,12.107331188601663
18401,22.0,5.0,Sandstorms,Medium,1,Drinks,scooter,,No,Urban,25,4.46916652242376
18402,38.0,4.6,Fog,Low,2,Drinks,scooter,1.0,No,Metropolitian,25,12.098761963637607
18403,22.0,4.6,Sunny,Medium,2,Drinks,motorcycle,0.0,No,Urban,10,12.162424445550126
18404,34.0,5.0,Sunny,Jam,2,Snack,electric_scooter,0.0,No,Metropolitian,17,7.5683448412169
18405,39.0,4.6,Windy,Low,1,Meal,scooter,1.0,No,Metropolitian,26,12.256321132983544
18406,20.0,4.9,Cloudy,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,24,7.652510173194676
18407,30.0,3.7,Windy,Jam,2,Snack,scooter,2.0,No,Metropolitian,43,10.44443762894743
18408,39.0,4.0,Cloudy,Jam,1,Snack,motorcycle,1.0,No,Metropolitian,37,8.810838587064376
18409,26.0,4.2,Fog,Jam,1,Buffet,scooter,2.0,Yes,Metropolitian,40,17.074904296022552
18410,39.0,4.4,Sandstorms,High,0,Snack,motorcycle,0.0,No,Urban,49,6.0376057117344475
18411,34.0,5.0,Sandstorms,High,0,Snack,motorcycle,1.0,No,Metropolitian,33,1.5367312302998484
18412,31.0,3.8,Windy,Jam,2,Buffet,scooter,1.0,No,Urban,37,16.720764045351686
18413,27.0,4.8,Sandstorms,High,1,Buffet,scooter,1.0,No,Metropolitian,22,6.29013467758336
18414,32.0,4.8,Sunny,High,0,Drinks,motorcycle,1.0,No,Metropolitian,20,6.146925931687851
18415,20.0,4.3,Cloudy,Medium,1,Meal,motorcycle,0.0,No,Metropolitian,39,10.880951367074182
18416,20.0,4.8,Cloudy,Jam,1,Meal,scooter,0.0,No,Urban,38,16.659979129044938
18417,31.0,4.7,Sunny,Jam,2,Snack,electric_scooter,1.0,No,Metropolitian,28,16.8526889708048
18418,33.0,4.8,Sunny,Low,2,Meal,motorcycle,1.0,No,Metropolitian,16,3.0597099620857606
18419,39.0,4.6,Windy,Low,2,Snack,motorcycle,1.0,No,Metropolitian,26,1.5368640567503333
18420,27.0,5.0,Sunny,Low,1,Drinks,scooter,0.0,No,Metropolitian,21,1.489828584432859
18421,31.0,4.4,Cloudy,Jam,2,Drinks,scooter,1.0,No,Metropolitian,48,10.428148593498358
18422,38.0,4.7,Windy,Low,1,Snack,motorcycle,0.0,No,Metropolitian,25,9.435201537103644
18423,37.0,4.3,Stormy,Jam,2,Snack,motorcycle,1.0,No,Metropolitian,40,19.91296718928949
18424,26.0,4.7,Windy,High,1,Meal,scooter,1.0,No,Metropolitian,28,6.0544987543066275
18425,25.0,4.8,Sunny,Jam,0,Snack,motorcycle,,No,Metropolitian,20,19.760080920475527
18426,32.0,4.9,Stormy,Low,1,Buffet,scooter,0.0,No,Urban,23,7.862668167467362
18427,33.0,4.7,Sunny,Low,0,Meal,motorcycle,1.0,No,Urban,28,3.1044353979039836
18428,32.0,4.9,Cloudy,Low,2,Meal,scooter,1.0,No,Metropolitian,16,9.121874081099058
18429,27.0,5.0,Sunny,Low,0,Meal,motorcycle,1.0,No,,28,11.904977225543966
18430,33.0,4.7,Stormy,Jam,2,Drinks,electric_scooter,1.0,No,,27,20.180936931742092
18431,22.0,4.9,Fog,Jam,1,Meal,motorcycle,1.0,No,Metropolitian,34,14.02184017071988
18432,31.0,4.6,Windy,Medium,0,Meal,motorcycle,0.0,No,Metropolitian,37,16.60097570057656
18433,25.0,4.7,Sandstorms,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,23,10.725042643649202
18434,,,Cloudy,Jam,2,Meal,scooter,0.0,No,Metropolitian,41,13.768718508442738
18435,,,Sunny,Low,1,Snack,scooter,0.0,No,Urban,27,13.971948960232016
18436,37.0,4.4,Fog,Jam,2,Meal,motorcycle,1.0,Yes,Metropolitian,47,13.896557352494005
18437,26.0,4.6,Fog,High,0,Snack,motorcycle,1.0,No,Metropolitian,20,5.958963420432021
18438,27.0,3.2,Sunny,Low,2,Snack,scooter,1.0,No,Metropolitian,36,10.756273454102447
18439,26.0,4.6,Cloudy,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,37,16.113681164789128
18440,20.0,4.7,Fog,Low,2,Drinks,electric_scooter,1.0,No,Metropolitian,24,17.098804215224046
18441,34.0,4.9,Sandstorms,Medium,2,Meal,motorcycle,1.0,No,Metropolitian,29,9.435201537103644
18442,36.0,4.0,Windy,High,2,Meal,motorcycle,1.0,No,Metropolitian,32,6.217834398528468
18443,37.0,4.6,Cloudy,Medium,1,Snack,motorcycle,1.0,No,Urban,32,14.152800689506924
18444,21.0,4.6,Sunny,Medium,0,Buffet,motorcycle,1.0,No,,22,19.04234565793301
18445,36.0,4.8,Windy,Jam,1,Snack,scooter,1.0,No,Metropolitian,30,16.85244461324599
18446,20.0,4.9,Sunny,Jam,1,Buffet,scooter,0.0,No,Metropolitian,10,14.02175080343525
18447,22.0,4.3,Cloudy,Jam,2,Buffet,electric_scooter,1.0,No,Metropolitian,32,4.544228016253723
18448,26.0,4.6,Cloudy,Low,1,Drinks,scooter,0.0,No,Metropolitian,18,3.0594600776022856
18449,24.0,4.6,Cloudy,Low,2,Snack,scooter,0.0,No,Metropolitian,17,1.5368293093013894
18450,32.0,4.3,Stormy,Low,0,Snack,motorcycle,1.0,No,Metropolitian,24,1.4906380416554441
18451,34.0,4.9,Fog,Medium,2,Buffet,electric_scooter,3.0,No,Metropolitian,44,12.29412453019512
18452,38.0,4.8,Fog,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,29,9.348134176659332
18453,35.0,4.8,Sunny,Low,2,Snack,scooter,1.0,No,Urban,20,10.587131069190379
18454,29.0,4.6,Stormy,Low,1,Buffet,scooter,1.0,No,Metropolitian,12,20.887331234684485
18455,31.0,4.7,Cloudy,Low,2,Buffet,motorcycle,0.0,No,Metropolitian,15,3.0640029573513696
18456,24.0,4.7,Stormy,Jam,1,Meal,scooter,0.0,No,Urban,28,19.917359352869003
18457,29.0,4.9,Sunny,High,1,Meal,motorcycle,0.0,No,Metropolitian,18,6.210106488976466
18458,24.0,4.6,Sunny,Jam,2,Drinks,motorcycle,0.0,No,Urban,23,10.428262033869533
18459,23.0,4.9,Cloudy,Jam,2,Meal,motorcycle,1.0,No,Metropolitian,42,20.851598740030827
18460,30.0,4.7,Sandstorms,Medium,1,Snack,scooter,0.0,No,Urban,26,7.573467822005023
18461,28.0,4.6,Sunny,Medium,2,Snack,scooter,0.0,No,,13,6.081139316989242
18462,29.0,4.9,Sandstorms,High,0,Snack,motorcycle,0.0,No,Urban,21,1.5524796346121552
18463,22.0,4.9,Sunny,Jam,0,Snack,motorcycle,0.0,No,Metropolitian,27,12.2363228098626
18464,25.0,5.0,Fog,Jam,0,Meal,motorcycle,0.0,No,Metropolitian,42,13.40703366833951
18465,37.0,4.6,Stormy,High,1,Buffet,motorcycle,1.0,No,,31,6.210589610263767
18466,31.0,4.1,Fog,High,1,Snack,motorcycle,1.0,No,Metropolitian,36,1.5725337265584898
18467,32.0,4.9,Cloudy,Jam,2,Drinks,motorcycle,1.0,No,Metropolitian,42,19.68855300536724
18468,30.0,4.8,Cloudy,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,35,13.989849710429592
18469,32.0,4.7,Windy,Jam,2,Drinks,scooter,1.0,No,,26,7.601874226775547
18470,38.0,5.0,Sunny,Low,2,Snack,scooter,1.0,No,Metropolitian,25,10.725453068544148
18471,22.0,4.8,Stormy,Low,2,Meal,scooter,0.0,No,Metropolitian,19,3.073687982401827
18472,22.0,4.9,Stormy,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,33,19.916260009778256
18473,28.0,4.8,Stormy,Low,2,Drinks,electric_scooter,1.0,No,Metropolitian,16,3.025279773180782
18474,23.0,4.6,Stormy,Jam,1,Buffet,motorcycle,1.0,No,Urban,15,13.788581570197586
18475,25.0,4.9,Cloudy,Medium,1,Buffet,motorcycle,0.0,No,Metropolitian,15,4.590771504712351
18476,21.0,4.7,Cloudy,Low,0,Drinks,motorcycle,0.0,No,Metropolitian,22,16.36821593345031
18477,37.0,4.9,Sunny,Medium,2,Meal,motorcycle,1.0,No,Metropolitian,27,12.116905669821668
18478,24.0,4.2,Sandstorms,Jam,0,Meal,motorcycle,1.0,No,Urban,33,14.021819246645988
18479,39.0,5.0,Cloudy,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,31,7.562069972217765
18480,31.0,3.7,Sandstorms,Jam,2,Drinks,scooter,1.0,No,Metropolitian,36,14.022182614341206
18481,23.0,4.1,Cloudy,Jam,1,Snack,motorcycle,1.0,No,Urban,32,12.117036432040061
